scinam,syid
chrysothlypis chrysomelas,10900
chrysothlypis salmoni,10901
erythrothlypis salmoni,10901
tiaris obscura,11061
xenodacnis parina,10902
conirostrum speciosum,10903
conirostrum leucogenys,10904
conirostrum bicolor,10905
conirostrum margaritae,10906
conirostrum cinereum,10907
conirostrum tamarugense,10908
conirostrum ferrugineiventre,10909
conirostrum rufum,10910
conirostrum sitticolor,10911
conirostrum albifrons,10912
conirostrum fraseri,10913
oreomanes fraseri,10913
diglossa baritula,10914
diglossa plumbea,10915
diglossa sittoides,10916
diglossa gloriosissima,10917
diglossa lafresnayii,10918
diglossa mystacalis,10919
diglossa gloriosa,10920
diglossa humeralis,10921
diglossa brunneiventris,10922
diglossa carbonaria,10923
diglossa venezuelensis,10924
diglossa albilatera,10925
diglossa duidae,10926
diglossa major,10927
diglossa indigotica,10928
diglossopis indigotica,10928
diglossa glauca,10929
diglossopis glauca,10929
diglossa caerulescens,10930
diglossopis caerulescens,10930
diglossa cyanea,10931
diglossopis cyanea,10931
urothraupis stolzmanni,10932
oreothraupis arremonops,10933
charitospiza eucosma,10934
saltatricula multicolor,10935
coryphaspiza melanotis,10936
coryphospingus pileatus,10937
coryphospingus cucullatus,10938
lanio cruentus,10939
rhodospingus cruentus,10939
phrygilus atriceps,10940
phrygilus punensis,10941
phrygilus gayi,10942
phrygilus patagonicus,10943
phrygilus fruticeti,10944
rhopospina fruticeti,10944
geospizopsis unicolor,10945
phrygilus unicolor,10945
diuca dorsalis,10946
phrygilus dorsalis,10946
diuca erythronota,10947
phrygilus erythronotus,10947
geospizopsis plebejus,10948
phrygilus plebejus,10948
phrygilus alaudinus,10950
rhopospina alaudina,10950
melanodera melanodera,10951
melanodera xanthogramma,10952
haplospiza rustica,10953
haplospiza unicolor,10954
acanthidops bairdi,10955
acanthidops bairdii,10955
haplospiza bairdi,10955
lophospingus pusillus,10956
lophospingus griseocristatus,10957
donacospiza albifrons,10958
rowettia goughensis,10959
nesospiza acunhae,10960
nesospiza questi,10961
nesospiza wilkinsi,10962
diuca speculifera,10963
diuca diuca,10964
hedyglossa diuca,10964
diuca brachyura,10965
idiopsar brachyurus,10965
piezorhina cinerea,10966
piezorina cinerea,10966
xenospingus concolor,10967
incaspiza pulchra,10968
incaspiza personata,10969
incaspiza ortizi,10970
incaspiza laeta,10971
incaspiza watkinsi,10972
poospiza thoracica,10973
poospiza boliviana,10974
microspingus alticola,10975
poospiza alticola,10975
poospiza hypochondria,10976
poospiza hypocondria,10976
poospizopsis hypocondria,10976
microspingus erythrophrys,10977
poospiza erythrophrys,10977
poospiza ornata,10978
poospiza nigrorufa,10979
poospiza whitii,10980
microspingus lateralis,10981
poospiza lateralis,10981
microspingus cabanisi,10982
poospiza cabanisi,10982
poospiza rubecula,10983
poospiza hispaniolensis,10984
microspingus torquatus,10985
poospiza torquata,10985
microspingus melanoleucus,10986
poospiza melanoleuca,10986
microspingus cinereus,10987
poospiza cinerea,10987
poospiza caesar,10988
poospizopsis caesar,10988
compsospiza garleppi,10989
poospiza garleppi,10989
compsospiza baeri,10990
poospiza baeri,10990
sicalis citrina,10991
sicalis lutea,10992
sicalis uropigyalis,10993
sicalis uropygialis,10993
sicalis luteocephala,10994
sicalis auriventris,10995
sicalis olivascens,10996
sicalis mendozae,10997
sicalis lebruni,10998
sicalis columbiana,10999
sicalis flaveola,11000
sicalis luteola,11001
sicalis luteiventris,11002
sicalis raimondii,11003
sicalis taczanowskii,11004
emberizoides herbicola,11005
emberizoides ypiranganus,11006
emberizoides duidae,11007
embernagra platensis,11008
embernagra longicauda,11009
volatinia jacarina,11010
sporophila frontalis,11011
sporophila falcirostris,11012
sporophila schistacea,11013
sporophila plumbea,11014
sporophila beltoni,11015
sporophila corvina,11016
sporophila intermedia,11017
sporophila americana,11018
sporophila murallae,11019
sporophila torqueola,11020
sporophila collaris,11021
sporophila bouvronides,11022
sporophila lineola,11023
sporophila luctuosa,11024
sporophila nigricollis,11025
sporophila melanops,11026
sporophila ardesiaca,11027
sporophila caerulescens,11028
sporophila albogularis,11029
sporophila leucoptera,11030
sporophila peruviana,11031
sporophila simplex,11032
sporophila nigrorufa,11033
sporophila bouvreuil,11034
sporophila pileata,11035
sporophila minuta,11036
sporophila hypoxantha,11037
sporophila hypochroma,11038
sporophila ruficollis,11039
sporophila palustris,11040
sporophila zelichi,11041
sporophila castaneiventris,11042
sporophila cinnamomea,11043
sporophila melanogaster,11044
sporophila telasco,11045
sporophila insulata,11046
oryzoborus funereus,11047
sporophila funerea,11047
oryzoborus angolensis,11048
sporophila angolensis,11048
oryzoborus nuttingi,11049
sporophila nuttingi,11049
oryzoborus crassirostris,11050
sporophila crassirostris,11050
oryzoborus maximiliani,11051
sporophila maximiliani,11051
oryzoborus atrirostris,11052
sporophila atrirostris,11052
melopyrrha nigra,11053
dolospingus fringilloides,11054
sporophila fringilloides,11054
catamenia analis,11055
zosterornis hypogrammica,8470
catamenia inornata,11056
catamenia homochroa,11057
catamenia oreophila,11058
phonipara canora,11059
tiaris canora,11059
tiaris canorus,11059
tiaris olivacea,11060
tiaris olivaceus,11060
tiaris obscurus,11061
melanospiza bicolor,11062
tiaris bicolor,11062
loxigilla fuliginosa,11063
tiaris fuliginosa,11063
tiaris fuliginosus,11063
loxipasser anoxanthus,11064
loxigilla portoricensis,11065
melopyrrha portoricensis,11065
loxigilla violacea,11066
melopyrrha violacea,11066
loxigilla noctis,11067
loxigilla barbadensis,11068
euneornis campestris,11069
melanospiza richardsoni,11070
geospiza magnirostris,11071
geospiza fortis,11072
geospiza fuliginosa,11073
geospiza difficilis,11074
geospiza scandens,11075
geospiza conirostris,11076
camarhynchus crassirostris,11077
platyspiza crassirostris,11077
camarhynchus psittacula,11078
camarhynchus pauper,11079
camarhynchus parvulus,11080
camarhynchus pallidus,11081
camarhynchus heliobates,11082
certhidea olivacea,11083
certhidea fusca,11084
pinaroloxias inornata,11085
nesospingus speculiferus,11086
phaenicophilus palmarum,11087
phaenicophilus poliocephalus,11088
calyptophilus tertius,11089
calyptophilus frugivorus,11090
spindalis zena,11091
spindalis dominicensis,11092
spindalis portoricensis,11093
spindalis nigricephala,11094
rhodinocichla rosea,11095
catamblyrhynchus diadema,11096
calcarius mccownii,11097
rhynchophanes mccownii,11097
calcarius lapponicus,11098
calcarius pictus,11099
calcarius ornatus,11100
plectrophenax nivalis,11101
plectrophenax hyperboreus,11102
piranga bidentata,11103
piranga lutea,11104
piranga flava,11105
piranga hepatica,11106
piranga rubra,11107
piranga roseogularis,11108
zosterornis latistriata,8468
piranga olivacea,11109
piranga ludoviciana,11110
piranga leucoptera,11111
piranga erythrocephala,11112
piranga rubriceps,11113
habia rubica,11114
habia fuscicauda,11115
habia atrimaxillaris,11116
habia gutturalis,11117
habia cristata,11118
chlorothraupis carmioli,11119
habia carmioli,11119
chlorothraupis frenata,11119
chlorothraupis olivacea,11121
habia olivacea,11121
chlorothraupis stolzmanni,11122
habia stolzmanni,11122
spiza americana,11123
pheucticus chrysopeplus,11124
pheucticus aurantiacus,11125
pheucticus tibialis,11126
pheucticus chrysogaster,11127
pheucticus aureoventris,11128
pheucticus ludovicianus,11129
pheucticus melanocephalus,11130
granatellus venustus,11131
granatellus sallaei,11132
granatellus pelzelni,11133
cardinalis cardinalis,11134
cardinalis phoeniceus,11135
cardinalis sinuatus,11136
caryothraustes poliogaster,11137
caryothraustes canadensis,11138
caryothraustes humeralis,11139
parkerthraustes humeralis,11139
rhodothraupis celaeno,11140
periporphyrus erythromelas,11141
amaurospiza concolor,11142
amaurospiza aequatorialis,11143
amaurospiza moesta,11144
amaurospiza carrizalensis,11145
pitylus grossus,11146
saltator grossus,11146
pitylus fuliginosus,11147
saltator fuliginosus,11147
saltator atriceps,11148
saltator maximus,11149
saltator atripennis,11150
saltator similis,11151
saltator coerulescens,11152
saltator grandis,11153
saltator plumbeus,11154
saltator orenocensis,11155
saltator maxillosus,11156
saltator nigriceps,11157
saltator aurantiirostris,11158
saltator cinctus,11159
saltator atricollis,11160
saltatricula atricollis,11160
dubusia rufiventris,11161
saltator rufiventris,11161
saltator albicollis,11162
saltator striatipectus,11163
zosterornis striata,8467
cyanoloxia glaucocaerulea,11164
passerina glaucocaerulea,11164
cyanocompsa cyanoides,11165
cyanoloxia cyanoides,11165
passerina cyanoides,11165
cyanoloxia rothschildii,11166
cyanocompsa brissonii,11167
cyanoloxia brissonii,11167
passerina brissonii,11167
cyanocompsa parellina,11168
passerina parellina,11168
passerina indigotica,11169
guiraca caerulea,11170
passerina caerulea,11170
passerina cyanea,11171
passerina amoena,11172
passerina versicolor,11173
passerina ciris,11174
passerina rositae,11175
passerina leclancherii,11176
bucorvus cafer,3616
cyanocorax morio,7005
myrmecocichla cinnamomeiventris,9386
myrmecocichla semirufa,9349
parus teneriffae,7263
basileuterus chlorophrys,10365
dendroica aestiva,10330
nectarinia tsavoensis,9574
aethopyga temmincki,9623
anaplectes melanotis,9771
apalis ruwenzori,8046
buarremon brunneinucha,10652
buarremon torquatus,10656
buarremon virenticeps,10653
chordeiles vieilliardi,2705
chrysomus cyanopus,10477
chrysomus thilius,10478
chrysomus xanthophthalmus,10476
cinnyris asiatica,9591
cinnyris bifasciata,9573
cinnyris chalybea,9552
cinnyris chloropygia,9549
cinnyris coccinigaster,9580
cinnyris cuprea,9590
cinnyris erythrocerca,9571
cinnyris fusca,9587
cinnyris habessinica,9579
cinnyris lotenia,9602
cinnyris minulla,9550
cinnyris notata,9597
cinnyris pulchella,9566
cinnyris regia,9559
cinnyris superba,9582
cinnyris venusta,9586
cisticola angusticaudus,8002
cormobates leucophaeus,5977
cryptosylvicola randriansoloi,7948
foudia seychellarum,9781
hemignathus chloris,10150
hemignathus procerus,10138
heteroxenicus stellata,9252
ianthocincla cineraceus,8294
ianthocincla lunulatus,8297
ianthocincla maximus,8299
ianthocincla ocellatus,8300
leucodioptron canorus,8284
malacias melanoleuca,8375
malacias pulchella,8378
molothrus oryzivora,10488
myiomela leucurum,9275
myospiza aurifrons,10595
myospiza humeralis,10594
napothera malacoptilus,8217
ophrydornis albogulare,8231
ramphocelus sanguinolenta,10778
scenopooetes dentirostris,5959
schoeniparus brunnea,8183
schoeniparus dubia,8182
stactocichla merulinus,8324
sterrhoptilus nigrocapitata,8480
strophocincla lineatus,8332
todirhamphus pyrrhopygius,3441
todirhamphus saurophagus,3432
todirhamphus tutus,3436
trochalopteron affinis,8340
trochalopteron erythrocephalus,8343
trochalopteron formosus,8349
trochalopteron morrisonianus,8341
trochalopteron squamatus,8336
trochalopteron variegatus,8342
diomedea carteri,609
streptopelia risoria,1942
aratinga aztec,4426
aratinga pintoi,4422
buteogallus gundlachi,1184
chlorostilbon caniveti,3026
colaptes melanolaimus,4008
contopus oberi,5617
contopus portoricensis,5617
cuculus bocki,2393
cuculus hyperythrus,2398
cuculus nisicolor,2398
cyanistes flavipectus,7265
diomedea eremita,606
diomedea salvini,607
dysithamnus tucuyensis,5024
percnostola saturata,5159
poecile songara,7254
rhondonessa caryophyllacea,200
xiphocolaptes carajaensis,4921
rhipidura fuliginosa,6844
parus humilis,7267
aegithalos glaucogularis,7726
porphyrio hochstetteri,1414
hypsipetes nicobariensis,11177
ixos nicobariensis,11177
acanthoptila nipalensis,8250
sturnus tristis,8846
ellisia sechellensis,7830
agricola infuscatus,9133
agricola pallidus,9132
alectrurus risorus,5691
yetapa risoria,5691
alopecoenas ferrugineus,2068
alopecoenas johannae,11178
gallicolumba johannae,11179
mascarenachen kervazoi,120
estrilda formosa,9872
porzana marginalis,1398
amazilia grayi,3076
amazilia humboldtii,3077
amazilia sapphirina,3072
ammodramus maritima,10587
philydor fuscus,4869
anous albivittus,1723
anous ceruleus,1722
anas canagica,92
chen canagicus,92
anser rossi,91
grus rubicundus,1456
aphantochroa cirrhochloris,2977
aphrastura masafucrae,4689
aplornis cantoroides,8798
aplornis metallica,8795
aplonis ulietensis,9087
argya altirostris,8251
argya aylmeri,8260
argya caudata,8252
argya earlei,8254
argya fulva,8259
argya malcolmi,8257
argya rubiginosa,8261
argya squamiceps,8258
argya subrufa,8262
andropadus striifacies,7472
arundinax aedon,7871
asemospiza fuliginosa,11063
asemospiza obscura,11061
lophotriccus pilaris,5543
atlapetes melanops,10682
atlapetes taczanowskii,11180
buarremon taczanowskii,11181
bangsia flavovirens,10714
batrachostomus pygmaeus,2674
meliphaga (lichenostomus) hindwoodi,6142
brachypodius priocephalus,7419
bradornis boehmi,9163
bradornis comitatus,9159
ardea ibis,865
ardeola ibis,865
heterospizias meridionalis,1188
phaeornis obscurus,11565
cacicus vitellinus,10417
cuculus heinrichi,2384
calamanthus pyrrhopygia,6215
mirafra burra,7340
calherodius leuconotus,847
calidris fusicollis,1686
calidris pygmaea,1695
calyptomena hosei,4590
picus principalis,4047
phaeochroa cuvieri,2964
caracara lutosus,4099
serinus corsicana,10218
carternornis leucotis,6944
caryothraustes celaeno,11140
caryothraustes erythromelas,11141
castanozoster thoracicus,10973
quiscalus macrourus,10506
ceblepyris caesius,6507
ceblepyris graueri,6509
ceblepyris pectoralis,6508
alcedo nigrirostris,11182
ceyx nigrirostris,11183
ceyx pusilla,3484
chamaetylas choloensis,9213
chamaetylas fuelleborni,9212
chamaetylas poliocephala,9211
chamaetylas poliophrys,9210
chatarrhaea gularis,8255
chatarrhaea longirostris,8256
chelidorhynx hypoxanthus,7219
chionodacryon speculiferum,10963
ptilonorhynchus cerviniventris,5976
ptilonorhynchus guttatus,5972
ptilonorhynchus maculatus,5974
ptilonorhynchus nuchalis,5973
hydrochelidon albostriata,1819
psittirostra kona,10126
malaconotus bocagei,6386
malaconotus olivaceus,6385
malaconotus sulfureopectus,6387
pipra flavicapilla,5888
chlorostilbon poortmanni,3040
cholornis paradoxus,8433
chrysocorypha delatrii,10770
chrysothlypis chrysomelaena,10900
cisticola juncidus,8004
apalis melanura,8003
dryodromas melanurus,8003
automolus erythrocephalus,4887
automulus rectirostris,4888
saurothera vielloti,2349
conirostrum binghami,10913
corydospiza alaudina,10950
corydospiza carbonaria,10949
alcedo cristatus,3448
corythornis nais,3449
corythornis thomensis,3450
synallaxis vulpina,4776
serinus xantholaema,10180
bernieria tenebrosus,7953
crossleyia tenebrosa,7953
cryptomicroeca flaviventris,7179
cyanocorax colliei,7006
cyanocorax formosus,7007
cissilopha melanocyaneus,6987
cissilopha sanblasianus,6988
cissilopha yucatanicus,6989
cyanomitra verreauxii,9528
cyornis pallidipes,9170
aerornis senex,2811
dendropicos dorae,3959
dessonornis caffer,9218
devioeca papuana,7175
ampelion remseni,5791
doryfera ludoviciae,2962
drymophila ochropygia,5104
dyaphorophyia chalybea,6358
dyaphorophyia jamesoni,6359
thamnomanes leucostictus,5024
thamnomanes occidentalis,5022
thamnomanes plumbeus,5023
edolisoma anale,6506
edolisoma coerulescens,6515
edolisoma ostentum,6534
edolisoma parvulum,6504
florida caerulea,888
ardea novaehollandiae,883
hydranassa rufescens,884
hydranassa tricolor,887
charadrius melanops,1584
eos borneo,4213
quiscalus major,10506
ephippiospingus dorsalis,10946
ephippiospingus erythronotus,10947
erythrogenys erythrocnemis,8122
erythrogenys erythrogenys,8121
erythrogenys gravivox,8123
erythrogenys hypoleucos,8120
erythrogenys mcclellandi,8124
erythrogenys swinhoei,8125
erythropitta dohertyi,4621
esacus neglectus,1492
euptilotus eutilotus,7444
ficedula erithacus,9311
ficedula ruficauda,9148
formicivora acutirostris,5100
fraseria tessmanni,9160
pealeornis maoriana,712
oceanites nereis,708
turdus oberlaenderi,8942
geospiza fulginosa,11073
geospiza heliobates,11082
geospiza pallida,11081
geospiza parvula,11080
geospiza pauper,11079
geospiza psittacula,11078
geothlypis formosus,10307
columba caniceps,2038
oreopeleia leucometopius,2039
gerygone albogularis,6260
trochilus dohrnii,2925
glyciphila melanops,6045
gorsachius melanophus,846
gulosus aristotelis,936
haemotoderus militaris,5846
haematopus bachmanni,1498
hafferia fortis,5181
