Species	Class	Habitat breadth (Within-class co-occurrence index; multiplicative beta)	Habitat breadth (co-occurrence among species from all four classes; multiplicative beta)	Habitat breadth (Within-class co-occurrence index; additive beta)	Habitat breadth (co-occurrence among species from all four classes; additive beta)	Number-habitat-classes	Total-number-IUCN-habitat-categories
Pseustes-poecilonotus	REPTILIA	3.686054197	3.43185809	1355.666667	11311.16667	2	6
Psilophthalmus-paeminosus	REPTILIA	0.8	0.98245614	0	0	0	1
Psomophis-obtusus	REPTILIA	0.975	0.998964803	0	0	1	1
Ptenopus-kochi	REPTILIA	0.996402878	0.998583569	0	0	1	1
Ptyas-carinata	REPTILIA	5.811913505	5.325329414	2145.363636	15787.27273	5	11
Ptyas-fusca	REPTILIA	2.574127907	2.459344957	1084	8957	3	4
Ptyas-luzonensis	REPTILIA	0.999125874	0.999904086	0	0	1	1
Ptychoglossus-bicolor	REPTILIA	0.998704663	0.999873801	0	0	1	1
Ptychoglossus-stenolepis	REPTILIA	0.998704663	0.999873801	0	0	1	1
Ptychozoon-intermedium	REPTILIA	1.701550388	1.675788532	544	4532.5	2	2
Ptychozoon-lionotum	REPTILIA	3.150822302	2.983665584	1073.4	9036.2	3	5
Ptyodactylus-oudrii	REPTILIA	1.720216606	1.828031618	400	2148.5	1	2
Pygomeles-braconnieri	REPTILIA	2.647749511	2.631244077	562.3333333	4017.666667	2	3
Pygomeles-petteri	REPTILIA	0.998556999	0.999739312	0	0	1	1
Python-anchietae	REPTILIA	2.323686215	2.292472815	580.3333333	3051.666667	2	3
Python-bivittatus	REPTILIA	7.12154233	6.290863557	1623.888889	13146.44444	3	9
Python-breitensteini	REPTILIA	3.427188737	3.350946609	1104.4	9388.8	3	5
Python-brongersmai	REPTILIA	2.499685337	2.345901978	795.3333333	6509.333333	2	3
Python-kyaiktiyo	REPTILIA	1.732950467	1.630444219	511.5	4358	1	2
Python-regius	REPTILIA	4.117021277	3.587724145	1173	7360.857143	3	7
Pyxis-arachnoides	REPTILIA	1.633491311	1.620787657	402	2294.5	2	2
Pyxis-planicauda	REPTILIA	0.998556999	0.999739312	0	0	1	1
Quedenfeldtia-moerens	REPTILIA	0.998130841	0.999388005	0	0	0	1
Quedenfeldtia-trachyblepharus	REPTILIA	0.998130841	0.999388005	0	0	0	1
Rachidelus-brazili	REPTILIA	1.633491311	1.620787657	402	2294.5	2	2
Ramphotyphlops-acuticaudus	REPTILIA	2.392190153	2.350929658	821	6927.666667	2	3
Ramphotyphlops-albiceps	REPTILIA	3.38501292	3.049438401	1293.2	9270.2	2	5
Ramphotyphlops-bicolor	REPTILIA	1.656920078	1.754590237	169.5	843.5	1	2
Ramphotyphlops-depressus	REPTILIA	2.574127907	2.459344957	1084	8957	3	4
Ramphotyphlops-lineatus	REPTILIA	2.114224138	2.022310757	862.6666667	7271.333333	2	3
Ramphotyphlops-suluensis	REPTILIA	0.999125874	0.999904086	0	0	1	1
Rankinia-diemensis	REPTILIA	2.273736813	2.350659426	765.6666667	4063.333333	2	3
Regina-alleni	REPTILIA	4.504170528	6.51333138	253.0666667	5018.866667	1	15
Regina-grahamii	REPTILIA	4.235294118	6.111209309	248.5	4958.142857	1	14
Regina-rigida	REPTILIA	4.504170528	6.51333138	253.0666667	5018.866667	1	15
Regina-septemvittata	REPTILIA	3.682105263	5.236487032	232.6363636	4767.818182	1	11
Rena-dissecta	REPTILIA	3.43902439	3.885529158	601	4009	3	6
Rena-dulcis	REPTILIA	4.834150019	4.923262332	1131.222222	7777.777778	4	9
Rena-humilis	REPTILIA	4.931654676	4.977479428	1094	7144.111111	3	9
Rena-maxima	REPTILIA	3.246606335	3.06962462	994	5999.6	4	5
Rena-myopica	REPTILIA	0.999125874	0.999904086	0	0	1	1
Rhabdophis-adleri	REPTILIA	4.865559386	4.273774627	1763.142857	13721.85714	3	7
Rhabdophis-auriculata	REPTILIA	2.332386364	2.070295405	939	7827	2	3
Rhabdophis-chrysargos	REPTILIA	2.332386364	2.070295405	939	7827	2	3
Rhabdophis-conspicillatus	REPTILIA	1.959579628	1.954959013	594.5	5301.5	2	2
Rhabdophis-leonardi	REPTILIA	1.904761905	1.87497438	276.5	2135.5	1	2
Rhabdophis-lineatus	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Rhabdophis-murudensis	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Rhabdophis-nigrocinctus	REPTILIA	0.999125874	0.999904086	0	0	1	1
Rhabdophis-nuchalis	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Rhabdophis-pentasupralabialis	REPTILIA	3.023972603	2.987392839	592	3942	2	4
Rhabdophis-spilogaster	REPTILIA	5.089967957	4.639248314	1660.3	13866.9	4	10
Rhabdophis-subminiatus	REPTILIA	6.661722488	6.070946418	1315.777778	12104.22222	3	9
Rhabdophis-swinhonis	REPTILIA	4.635150167	4.095143014	1090.333333	10335.16667	4	6
Rhabdops-olivaceus	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Rhacodactylus-auriculatus	REPTILIA	1.764354959	1.748794562	513.5	4737.5	2	2
Rhacodactylus-chahoua	REPTILIA	0.999125874	0.999904086	0	0	1	1
Rhacodactylus-ciliatus	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Rhacodactylus-leachianus	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Rhacodactylus-sarasinorum	REPTILIA	1.764354959	1.748794562	513.5	4737.5	2	2
Rhacodactylus-trachyrhynchus	REPTILIA	1.758301579	1.697798345	697.5	4977	1	2
Rhadinaea-calligaster	REPTILIA	2.768273717	2.911795439	853.75	7776.75	3	4
Rhadinaea-flavilata	REPTILIA	1.83014862	1.843226099	196.5	1862	2	2
Rhadinaea-fulvivittis	REPTILIA	0.998556999	0.999739312	0	0	1	1
Rhadinaea-hesperia	REPTILIA	4.227692308	4.227792604	1399.666667	11289.66667	2	6
Rhadinaea-laureata	REPTILIA	1.942703671	1.916159567	527.5	4743.5	1	2
Rhadinaea-marcellae	REPTILIA	0.998704663	0.999873801	0	0	1	1
Rhadinaea-montana	REPTILIA	2.606596943	2.617232504	666.6666667	4399.333333	2	3
Rhadinaea-sargenti	REPTILIA	0.999125874	0.999904086	0	0	1	1
Rhadinaea-stadelmani	REPTILIA	0.998704663	0.999873801	0	0	1	1
Rhadinaea-taeniata	REPTILIA	2.89340727	2.908113917	769.25	5327.5	2	4
Rhadinaea-vermiculaticeps	REPTILIA	0.999125874	0.999904086	0	0	1	1
Rhadinella-anachoreta	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Rhadinella-godmani	REPTILIA	2.916380298	2.913445174	837.5	7871	2	4
Rhadinella-kinkelini	REPTILIA	0.998704663	0.999873801	0	0	1	1
Rhadinella-lachrymans	REPTILIA	0.998704663	0.999873801	0	0	1	1
Rhadinella-schistosa	REPTILIA	1.74829932	1.769914749	441	4200.5	2	2
Rhadinella-serperaster	REPTILIA	0.998704663	0.999873801	0	0	1	1
Rhadinella-tolpanorum	REPTILIA	0.998704663	0.999873801	0	0	1	1
Rhadinophis-prasina	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Rhampholeon-marshalli	REPTILIA	0.998704663	0.999873801	0	0	1	1
Rhampholeon-spectrum	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Rhampholeon-spinosus	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Rhinechis-scalaris	REPTILIA	3.498464239	3.855973606	814.4285714	6431.428571	4	7
Rhineura-floridana	REPTILIA	2.127155172	2.293667467	349.6666667	2874.666667	3	3
Rhinobothryum-bovallii	REPTILIA	0.999125874	0.999904086	0	0	1	1
Rhinocerophis-itapetiningae	REPTILIA	1.658097686	1.580319442	257	1581.5	2	2
Rhinocheilus-lecontei	REPTILIA	3.719928187	3.902562112	758.5	4985.666667	2	6
Rhinoclemmys-areolata	REPTILIA	4.402535658	3.952766063	1074.5	9919.833333	4	6
Rhinoclemmys-rubida	REPTILIA	2.426253687	2.295808819	968	7122.333333	2	3
Rhinogecko-misonnei	REPTILIA	0.996402878	0.998583569	0	0	1	1
Rhinoleptus-koniagui	REPTILIA	2.593445527	2.308038585	600.6666667	4069	2	3
Rhinophis-drummondhayi	REPTILIA	0.998704663	0.999873801	0	0	1	1
Rhinophis-oxyrhynchus	REPTILIA	3.565329884	3.415532711	992.5	6776.166667	3	6
Rhinophis-sanguineus	REPTILIA	0.998704663	0.999873801	0	0	1	1
Rhinophis-travancoricus	REPTILIA	2.438202247	2.413428281	897	6948	2	3
Rhinoplocephalus-bicolor	REPTILIA	4.09642401	3.878729247	970.8	9225.6	3	5
Rhynchocalamus-melanocephalus	REPTILIA	3.326034063	3.530843437	957	5720.2	3	5
Rhynchophis-boulengeri	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Riama-balneator	REPTILIA	0.998704663	0.999873801	0	0	1	1
Riama-oculata	REPTILIA	0.998704663	0.999873801	0	0	1	1
Riama-petrorum	REPTILIA	0.998704663	0.999873801	0	0	1	1
Riama-stigmatoral	REPTILIA	0.998704663	0.999873801	0	0	1	1
Ristella-beddomii	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Saara-loricata	REPTILIA	2.618473896	2.429025028	404	2551.333333	1	3
Salea-anamallayana	REPTILIA	2.291044776	2.322758816	693	6227.666667	3	3
Salea-horsfieldii	REPTILIA	2.291044776	2.322758816	693	6227.666667	3	3
Salomonelaps-par	REPTILIA	1.746192893	1.716401496	589	4886.5	2	2
Saltuarius-cornutus	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Salvadora-bairdi	REPTILIA	2.354460094	2.286482774	578	3747.666667	2	3
Salvadora-grahamiae	REPTILIA	4.160839161	4.143604615	1098.714286	7124.857143	3	7
Salvadora-hexalepis	REPTILIA	2.527306968	2.895337202	406.5	2368.75	3	4
Salvadora-intermedia	REPTILIA	1.661574618	1.792909134	282.5	1689.5	2	2
Salvadora-lemniscata	REPTILIA	2.446555819	2.437040196	610	4493.666667	2	3
Salvadora-mexicana	REPTILIA	3.058629232	2.946511507	1247.5	9326.25	2	4
Salvator-merianae	REPTILIA	0.999125874	0.999904086	0	0	1	1
Sanzinia-madagascariensis	REPTILIA	3.643475473	3.2478816	1375.166667	9772.166667	4	6
Saproscincus-czechurai	REPTILIA	0.998704663	0.999873801	0	0	1	1
Saurodactylus-brosseti	REPTILIA	2.757679181	2.915662651	644.75	4294	2	4
Saurodactylus-fasciatus	REPTILIA	3.125376733	3.460786332	706.2	4782.8	3	5
Saurodactylus-mauritanicus	REPTILIA	2.377880184	2.568109109	599	3105.333333	1	3
Sauromalus-ater	REPTILIA	2.817891374	3.215611614	570	2328.5	2	4
Sauromalus-hispidus	REPTILIA	1.661574618	1.792909134	282.5	1689.5	2	2
Scaphiodontophis-annulatus	REPTILIA	2.146420323	1.958153224	828.3333333	6946.333333	1	3
Scelarcis-perspicillata	REPTILIA	2.975020145	3.161249203	613.75	3392	3	4
Sceloporus-acanthinus	REPTILIA	3.795900939	3.564867751	1404.142857	11665.28571	3	7
Sceloporus-adleri	REPTILIA	2.717377467	2.753167641	900.3333333	7196	2	3
Sceloporus-aeneus	REPTILIA	4.264516129	4.305711031	1519	11124.16667	2	6
Sceloporus-anahuacus	REPTILIA	1.848534202	1.923583181	522	2527	1	2
Sceloporus-angustus	REPTILIA	2.31360424	2.577597488	496.6666667	2010.333333	2	3
Sceloporus-arenicolus	REPTILIA	1.775784753	1.848629321	347	2137	1	2
Sceloporus-asper	REPTILIA	1.865125241	1.851556265	450	2668.5	1	2
Sceloporus-bicanthalis	REPTILIA	1.976377953	1.953750251	373	2372.5	2	2
Sceloporus-bulleri	REPTILIA	2.6385	2.670972077	1093.333333	7461.333333	1	3
Sceloporus-carinatus	REPTILIA	1.633491311	1.620787657	402	2294.5	2	2
Sceloporus-cautus	REPTILIA	0.998254799	0.999718548	0	0	1	1
Sceloporus-chaneyi	REPTILIA	1.633491311	1.620787657	402	2294.5	2	2
Sceloporus-chrysostictus	REPTILIA	2.322772277	2.296801113	669	4663	2	3
Sceloporus-clarkii	REPTILIA	1.865125241	1.851556265	450	2668.5	1	2
Sceloporus-couchi	REPTILIA	1.697892272	1.824077047	299	1284.5	1	2
Sceloporus-cozumelae	REPTILIA	1.948827292	1.97696516	223.5	1697.5	2	2
Sceloporus-cryptus	REPTILIA	1.821743389	1.718727915	420.5	4069	1	2
Sceloporus-cyanostictus	REPTILIA	1.934819897	1.892444738	273.5	1353.5	1	2
Sceloporus-dugesii	REPTILIA	2.875502008	2.895039941	935	5101.5	3	4
Sceloporus-edwardtaylori	REPTILIA	2.581584292	2.613241597	779.6666667	4768.666667	1	3
Sceloporus-exsul	REPTILIA	0.998254799	0.999718548	0	0	1	1
Sceloporus-formosus	REPTILIA	2.580104106	2.547333609	911.6666667	7487	2	3
Sceloporus-gadoviae	REPTILIA	2.860516605	2.68261068	841.3333333	6145.333333	2	3
Sceloporus-goldmani	REPTILIA	0.985507246	0.999120493	0	0	1	1
Sceloporus-graciosus	REPTILIA	2.776713338	3.101478837	603.75	4122	3	4
Sceloporus-grammicus	REPTILIA	1.865125241	1.851556265	450	2668.5	1	2
Sceloporus-grandaevus	REPTILIA	2.719061584	3.144019528	733.75	3953.5	2	4
Sceloporus-heterolepis	REPTILIA	1.942703671	1.916159567	527.5	4743.5	1	2
Sceloporus-horridus	REPTILIA	4.081337894	3.650668994	1159.142857	7812.142857	4	7
Sceloporus-hunsakeri	REPTILIA	2.882571075	3.114968494	762.5	4448.25	2	4
Sceloporus-insignis	REPTILIA	3.281876333	3.375339695	1338.75	9397.25	1	4
Sceloporus-internasalis	REPTILIA	2.901172529	2.717031382	1136	9671.75	3	4
Sceloporus-jalapae	REPTILIA	2.404849375	2.346422977	638.3333333	4298.333333	2	3
Sceloporus-jarrovi	REPTILIA	2.494596313	2.639954425	784.6666667	4319	1	3
Sceloporus-licki	REPTILIA	2.268395235	2.533893221	604.3333333	3410.333333	1	3
Sceloporus-lineatulus	REPTILIA	2.31360424	2.577597488	496.6666667	2010.333333	2	3
Sceloporus-lunae	REPTILIA	0.998556999	0.999739312	0	0	1	1
Sceloporus-lundelli	REPTILIA	3.824630542	3.640946971	1434.5	10617.16667	3	6
Sceloporus-macdougalli	REPTILIA	1.770700637	1.753871681	364	2727	1	2
Sceloporus-maculosus	REPTILIA	1.720216606	1.828031618	400	2148.5	1	2
Sceloporus-magister	REPTILIA	3.333333333	3.645895153	1027.2	5351	3	5
Sceloporus-malachiticus	REPTILIA	3.402769416	3.197102124	1331.333333	11019.83333	3	6
Sceloporus-megalepidurus	REPTILIA	0.998254799	0.999718548	0	0	1	1
Sceloporus-melanorhinus	REPTILIA	2.656906077	2.609063359	1000.666667	7611.333333	1	3
Sceloporus-merriami	REPTILIA	1.768757688	1.831623932	313.5	974	1	2
Sceloporus-minor	REPTILIA	1.633491311	1.620787657	402	2294.5	2	2
Sceloporus-mucronatus	REPTILIA	2.800648298	2.648982913	834.25	5067.5	3	4
Sceloporus-nelsoni	REPTILIA	2.494596313	2.639954425	784.6666667	4319	1	3
Sceloporus-oberon	REPTILIA	1.848534202	1.923583181	522	2527	1	2
Sceloporus-occidentalis	REPTILIA	4.507676561	4.974766256	1143.333333	8314.444444	4	9
Sceloporus-ochoterenae	REPTILIA	2.539170507	2.50637543	669	4529.666667	2	3
Sceloporus-olivaceus	REPTILIA	2.243330639	2.407878869	513.6666667	3503.333333	2	3
Sceloporus-orcutti	REPTILIA	3.363484087	3.965867534	706.5	3650.5	3	6
Sceloporus-ornatus	REPTILIA	2.255411255	2.505684711	581	2958.666667	2	3
Sceloporus-palaciosi	REPTILIA	0.998704663	0.999873801	0	0	1	1
Sceloporus-parvus	REPTILIA	3.263858093	3.090343699	1022	6387	3	5
Sceloporus-poinsettii	REPTILIA	3.318936877	3.758731731	699	3713.333333	3	6
Sceloporus-prezygus	REPTILIA	0.998704663	0.999873801	0	0	1	1
Sceloporus-pyrocephalus	REPTILIA	0.998254799	0.999718548	0	0	1	1
Sceloporus-samcolemani	REPTILIA	1.832810867	1.8	399.5	2637	2	2
Sceloporus-scalaris	REPTILIA	1.840462428	1.687043796	364.5	2260	2	2
Sceloporus-serrifer	REPTILIA	2.823529412	3.245850475	706.25	3958.75	2	4
Sceloporus-siniferus	REPTILIA	2.854952077	2.672792911	726.75	5098	2	4
Sceloporus-slevini	REPTILIA	1.509025271	1.677169421	142	1312	2	2
Sceloporus-smaragdinus	REPTILIA	3.239746094	3.162089196	918.4	8329.8	3	5
Sceloporus-smithi	REPTILIA	3.71641791	3.565704331	1275	10310	3	6
Sceloporus-spinosus	REPTILIA	2.438202247	2.413428281	897	6948	2	3
Sceloporus-stejnegeri	REPTILIA	1.823890785	1.812244898	604.5	4777	1	2
Sceloporus-sugillatus	REPTILIA	0.997101449	0.999588308	0	0	1	1
Sceloporus-taeniocnemis	REPTILIA	3.239746094	3.162089196	918.4	8329.8	3	5
Sceloporus-teapensis	REPTILIA	4.189151599	3.901849717	1147.5	9649.166667	4	6
Sceloporus-torquatus	REPTILIA	3.530927835	3.530277219	1081.2	6536.2	3	5
Sceloporus-undulatus	REPTILIA	4.137667304	4.494996029	1231.75	8251.375	4	8
Sceloporus-utiformis	REPTILIA	1.633491311	1.620787657	402	2294.5	2	2
Sceloporus-vandenburgianus	REPTILIA	1.625231911	1.777428482	169.5	1237.5	2	2
Sceloporus-variabilis	REPTILIA	3.841479524	3.854008439	1076.5	6765	3	6
Sceloporus-virgatus	REPTILIA	1.925155925	1.960648148	223.5	1661	2	2
Sceloporus-woodi	REPTILIA	1.775784753	1.848629321	347	2137	1	2
Sceloporus-zosteromus	REPTILIA	4.115292997	4.955437543	935.1428571	4895.571429	3	7
Scelotes-inornatus	REPTILIA	3.533072546	3.322239446	1425.6	10188.2	3	5
Scelotes-mossambicus	REPTILIA	0.995121951	0.999472017	0	0	1	1
Scincella-gemmingeri	REPTILIA	2.812550282	2.570125141	1127.5	9379.75	2	4
Scincella-lateralis	REPTILIA	2.294117647	2.480028229	426.3333333	3496.333333	3	3
Scincella-monticola	REPTILIA	1.987767584	1.97992954	485.5	4590.5	2	2
Scincella-silvicola	REPTILIA	0.998556999	0.999739312	0	0	1	1
Scincella-vandenburghi	REPTILIA	0.997101449	0.999588308	0	0	1	1
Scincus-hemprichii	REPTILIA	0.996402878	0.998583569	0	0	1	1
Scincus-mitranus	REPTILIA	0.996402878	0.998583569	0	0	1	1
Scolecoseps-acontias	REPTILIA	1.764354959	1.748794562	513.5	4737.5	2	2
Seminatrix-pygaea	REPTILIA	3.808383234	5.421847451	235.5	4807.916667	1	12
Senticolis-triaspis	REPTILIA	4.906717251	4.677356549	1946.111111	14691.22222	4	9
Sepsina-alberti	REPTILIA	0.994186047	0.999635036	0	0	1	1
Sibon-annulatus	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Sibon-anthracops	REPTILIA	1.758301579	1.697798345	697.5	4977	1	2
Sibon-dimidiatus	REPTILIA	2.146420323	1.958153224	828.3333333	6946.333333	1	3
Sibon-fischeri	REPTILIA	0.998704663	0.999873801	0	0	1	1
Sibon-sanniolus	REPTILIA	2.362895494	2.166326877	948.6666667	6866	1	3
Sibynomorphus-ventrimaculatus	REPTILIA	3.357021997	3.216848071	1045.75	8606.25	2	4
Sibynophis-bivittatus	REPTILIA	1.732950467	1.630444219	511.5	4358	1	2
Sibynophis-collaris	REPTILIA	1.954734961	1.96053068	802.5	5793	1	2
Sibynophis-geminatus	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Sibynophis-melanocephalus	REPTILIA	1.746192893	1.716401496	589	4886.5	2	2
Sigaloseps-deplanchei	REPTILIA	2.189304307	2.08782503	838.6666667	7461.666667	2	3
Sigaloseps-ruficauda	REPTILIA	1.956097561	1.815899582	393	3803.5	2	2
Simiscincus-aurantiacus	REPTILIA	1.764354959	1.748794562	513.5	4737.5	2	2
Simoselaps-australis	REPTILIA	0.998254799	0.999718548	0	0	1	1
Simoselaps-incinctus	REPTILIA	2.196022727	2.206240858	422	2475	2	3
Simoselaps-littoralis	REPTILIA	1.658097686	1.580319442	257	1581.5	2	2
Sinomicrurus-japonicus	REPTILIA	1.954734961	1.96053068	802.5	5793	1	2
Sinomicrurus-kelloggi	REPTILIA	0.998704663	0.999873801	0	0	1	1
Sinomicrurus-sauteri	REPTILIA	2.352192362	2.245850622	957	8408	2	3
Sinonatrix-aequifasciata	REPTILIA	3.065055762	2.727948087	1112	9653.75	2	4
Sinonatrix-percarinata	REPTILIA	3.071627907	2.734739576	1114.5	9684.75	2	4
Sinonatrix-yunnanensis	REPTILIA	4.339700568	4.133141762	1079.166667	9814	4	6
Siphlophis-compressus	REPTILIA	0.999125874	0.999904086	0	0	1	1
Siphlophis-leucocephalus	REPTILIA	2.198504419	2.135516536	588.6666667	3514.666667	3	3
Siphlophis-pulcher	REPTILIA	3.298178332	2.934755068	1199.5	9164	3	4
Siphlophis-worontzowi	REPTILIA	2.761616162	2.746909418	873	7773	2	3
Sirenoscincus-yamagishi	REPTILIA	0.998556999	0.999739312	0	0	1	1
Sistrurus-catenatus	REPTILIA	5.338830585	5.40695351	965.6666667	7352.777778	3	9
Sistrurus-miliarius	REPTILIA	5.228848821	5.268349515	610.8	5496.5	4	10
Sitana-ponticeriana	REPTILIA	5.209647495	4.994022581	1419.125	9021.5	4	8
Sonora-aemula	REPTILIA	2.791709845	2.884857067	865.5	5325.25	2	4
Sonora-aequalis	REPTILIA	3.192614352	3.187013865	1307.25	9701.5	2	4
Sonora-michoacanensis	REPTILIA	1.764354959	1.748794562	513.5	4737.5	2	2
Sonora-mutabilis	REPTILIA	1.823890785	1.812244898	604.5	4777	1	2
Sonora-semiannulata	REPTILIA	3.481561822	3.995196638	763.6666667	4989.5	3	6
Spalerosophis-microlepis	REPTILIA	2.196022727	2.206240858	422	2475	2	3
Sphaerodactylus-armasi	REPTILIA	0.998556999	0.999739312	0	0	1	1
Sphaerodactylus-callocricus	REPTILIA	1.986452159	1.993075051	583.5	5307	2	2
Sphaerodactylus-corticola	REPTILIA	1.939393939	1.992924528	32	422	1	2
Sphaerodactylus-difficilis	REPTILIA	4.906059374	4.708763684	1201.625	7496.875	4	8
Sphaerodactylus-dunni	REPTILIA	1.758301579	1.697798345	697.5	4977	1	2
Sphaerodactylus-glaucus	REPTILIA	4.307193077	3.964065574	1529.75	11301.5	3	8
Sphaerodactylus-goniorhynchus	REPTILIA	2.347904192	2.262001157	751.3333333	4365	3	3
Sphaerodactylus-graptolaemus	REPTILIA	0.999125874	0.999904086	0	0	1	1
Sphaerodactylus-homolepis	REPTILIA	0.999125874	0.999904086	0	0	1	1
Sphaerodactylus-kirbyi	REPTILIA	1.954734961	1.96053068	802.5	5793	1	2
Sphaerodactylus-klauberi	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Sphaerodactylus-millepunctatus	REPTILIA	2.330958904	2.163486939	810.6666667	6607.666667	2	3
Sphaerodactylus-nicholsi	REPTILIA	4.455084746	4.175260973	1165.857143	7214.285714	5	7
Sphaerodactylus-notatus	REPTILIA	4.46046871	3.948369825	1680.625	11564.875	4	8
Sphaerodactylus-pacificus	REPTILIA	0.999125874	0.999904086	0	0	1	1
Sphaerodactylus-pimienta	REPTILIA	0.998130841	0.999388005	0	0	0	1
Sphaerodactylus-richardi	REPTILIA	3.740993553	3.541420991	1446.6	10345.6	3	5
Sphaerodactylus-rosaurae	REPTILIA	1.746192893	1.716401496	589	4886.5	2	2
Sphaerodactylus-savagei	REPTILIA	3.359273671	3.370247038	1092.4	6122.4	4	5
Sphaerodactylus-scaber	REPTILIA	0.998556999	0.999739312	0	0	1	1
Sphaerodactylus-scapularis	REPTILIA	0.999125874	0.999904086	0	0	1	1
Sphaerodactylus-storeyae	REPTILIA	0.998556999	0.999739312	0	0	1	1
Sphaerodactylus-streptophorus	REPTILIA	2.326074499	2.262663085	772.3333333	6582	3	3
Sphaerodactylus-thompsoni	REPTILIA	3.381692573	3.554675903	690.5	3873.25	2	4
Sphaerodactylus-torrei	REPTILIA	1.841628959	1.763398459	373	2130.5	2	2
Sphaerodactylus-vincenti	REPTILIA	3.060375994	2.794739576	1140.8	9676.8	3	5
Sphaerodactylus-williamsi	REPTILIA	1.888268156	1.923344948	160	398.5	2	2
Sphenomorphus-abdictus	REPTILIA	2.574127907	2.459344957	1084	8957	3	4
Sphenomorphus-acutus	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Sphenomorphus-assatus	REPTILIA	3.514739229	3.468386717	1331.8	10065.6	3	5
Sphenomorphus-atrigularis	REPTILIA	0.999125874	0.999904086	0	0	1	1
Sphenomorphus-beyeri	REPTILIA	0.998704663	0.999873801	0	0	1	1
Sphenomorphus-bignelli	REPTILIA	0.999125874	0.999904086	0	0	1	1
Sphenomorphus-biparietalis	REPTILIA	0.999125874	0.999904086	0	0	1	1
Sphenomorphus-cherriei	REPTILIA	2.692792162	2.419201001	1210.5	9077.5	1	4
Sphenomorphus-concinnatus	REPTILIA	2.216666667	2.188282002	804	6585.666667	3	3
Sphenomorphus-coxi	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Sphenomorphus-cranei	REPTILIA	0.999125874	0.999904086	0	0	1	1
Sphenomorphus-cumingi	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Sphenomorphus-cyanolaemus	REPTILIA	0.999125874	0.999904086	0	0	1	1
Sphenomorphus-decipiens	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Sphenomorphus-dussumieri	REPTILIA	1.701550388	1.675788532	544	4532.5	2	2
Sphenomorphus-fasciatus	REPTILIA	2.189304307	2.08782503	838.6666667	7461.666667	2	3
Sphenomorphus-jagori	REPTILIA	4.106963198	3.853822135	1467.875	12339.5	3	8
Sphenomorphus-kitangladensis	REPTILIA	0.998704663	0.999873801	0	0	1	1
Sphenomorphus-knollmanae	REPTILIA	0.998704663	0.999873801	0	0	1	1
Sphenomorphus-leucospilos	REPTILIA	2.332386364	2.070295405	939	7827	2	3
Sphenomorphus-llanosi	REPTILIA	1.917910448	1.765058521	616	5361	2	2
Sphenomorphus-luzonense	REPTILIA	0.999125874	0.999904086	0	0	1	1
Sphenomorphus-mindanensis	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Sphenomorphus-nigrolineatus	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Sphenomorphus-scutatus	REPTILIA	1.732950467	1.630444219	511.5	4358	1	2
Sphenomorphus-steerei	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Sphenomorphus-tagapayo	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Sphenomorphus-tanneri	REPTILIA	2.499685337	2.345901978	795.3333333	6509.333333	2	3
Sphenomorphus-tropidonotus	REPTILIA	1.583850932	1.706336385	95	1968.5	1	2
Sphenomorphus-victoria	REPTILIA	0.999125874	0.999904086	0	0	1	1
Spondylurus-culebrae	REPTILIA	2.415704388	2.508225108	614	3485	2	3
Spondylurus-magnacruzae	REPTILIA	0.998254799	0.999718548	0	0	1	1
Spondylurus-monae	REPTILIA	2.431235431	2.424173471	615	3547.666667	2	3
Spondylurus-monitae	REPTILIA	0.998254799	0.999718548	0	0	1	1
Spondylurus-nitidus	REPTILIA	1.894001165	1.839616568	768.5	5869.5	2	2
Spondylurus-semitaeniatus	REPTILIA	0.998254799	0.999718548	0	0	1	1
Spondylurus-sloanii	REPTILIA	1.966832504	1.983441138	292.5	1901.5	2	2
Stegonotus-borneensis	REPTILIA	1.575156576	1.503215259	552	4618	1	2
Stegonotus-heterurus	REPTILIA	5.132027257	4.451568186	1941.4	13944.3	4	10
